
"0","",""
"1550284","TD4096E.TXT.r_74;TD4096E.TXT.r_75;TD4096E.TXT.r_76"," gzhan gyi don la rab tu mi sbyor ba 'am / / +phyin ci log tu sbyor ba ni ston pa ma yin no // / +gal te nyan thos la sogs pa yang nyon mongs pa can gyi rmongs pa dang gtan bral mi 'gyur na ni nyon mongs pa dang las dang skye ba'i kun nas nyon mongs pa dang bral  bar mi 'gyur te / / ","0.0#TD4005E.TXT.r#550280#550287#TD4005E.TXT.r_173;TD4005E.TXT.r_174;TD4005E.TXT.r_175# dbang po ni las te des thams  cad la dbang bsgyur ba'o // / +rgyal po ni yon tan te rgyal po ltar thams cad kyi nang na 'bar zhing mdzes la 'jigs PA DANG BRAL BA'O // / ","0.0#TD4005E.TXT.r#550288#550303#TD4005E.TXT.r_174;TD4005E.TXT.r_175;TD4005E.TXT.r_176;TD4005E.TXT.r_177# rgyal po ni yon tan te rgyal po ltar thams cad kyi nang na 'bar zhing mdzes la 'jigs PA DANG BRAL BA'O // / +dpa' bo'i sde ni lho dpa' ba dang ldan pa'i zhing na ser po / / "
"1550307","TD4096E.TXT.r_77;TD4096E.TXT.r_78"," de gsum ni nyon mongs pa can gyi rmongs pa'i rgyu can yin pa'i phyir ro // / +yang ji ltar na nyon mongs pa can ma yin pa'i mi shes pa yod pas nyan thos dang rang sangs rgyas la kun nas nyon mongs pa gsum ldog par 'gyur zhe na / / ","0.0#TD4005E.TXT.r#550302#550321#TD4005E.TXT.r_176;TD4005E.TXT.r_177;TD4005E.TXT.r_178;TD4005E.TXT.r_179;TD4005E.TXT.r_180# po ti dang ral gri bsnams pa bzhugs pa'o // / +de la dpa' bo ni ye shes te 'gran zla med cing mi tshugs pa'o // / "
"1550326","TD4096E.TXT.r_79;TD4096E.TXT.r_80;TD4096E.TXT.r_81"," nyon mongs pa can nyid kun nas nyon mongs pa'i rgyu yin pa'i phyir  te ; / +nyon mongs pa can ma yin pa ni ma yin no // / +yang ci shes rab dri ma med pa kho na chos mngon pa yin nam / / ","0.0#TD4005E.TXT.r#550322#550333#TD4005E.TXT.r_179;TD4005E.TXT.r_180;TD4005E.TXT.r_181# yon tan ni sde ste yon tan gyi tshogs mang po mnga' ba'o // / +dpal dgyes ni lho nub dga' ba dang ldan pa'i zhing na / / ","0.029#TD4005E.TXT.r#550622#550622#TD4005E.TXT.r_222# shar phyogs sgrib pa dang bral ba'i zhing na dpal changs pa dmar ser padma dang nyi ma bsnams pa'o // / "
"1550337","TD4096E.TXT.r_82;TD4096E.TXT.r_83;TD4096E.TXT.r_84"," smras pa ma yin no // / +'o na ci zhe na rjes 'brang bcas te / / +shes rab kyi 'khor dus dang 'bras bu la sogs pa dag dang dge ba nyid kyis shes rab kyi rjes su 'jug pa'i gzugs la sogs pa'o // / ","0.0#TD4005E.TXT.r#550332#550348#TD4005E.TXT.r_181;TD4005E.TXT.r_182;TD4005E.TXT.r_183# dmar ser nyi ma dang padma dmar po bsnams pa'o // / "
"1550352","TD4096E.TXT.r_85"," de la mi lcogs pa  med pa dang bsam gtan dang bsam gtan khyad par can la rten pa'i shes rab la ni gang gis gang de skad du bshad pa'i yang dag pa'i ngag dang las kyi mtha' dang 'cho bas bstabs pa rnam par rig byed ma yin pa'i gzugs dang rjes su 'jug par 'dod do // / ","0.0#TD4005E.TXT.r#550347#550361#TD4005E.TXT.r_183;TD4005E.TXT.r_184;TD4005E.TXT.r_185;TD4005E.TXT.r_186# yon tan ni dgyes pa ste thugs rje chen pos sems can gyi don mdzad pa la thugs bzhugs pa'o // / ","0.0#TD4005E.TXT.r#550362#550371#TD4005E.TXT.r_185;TD4005E.TXT.r_186;TD4005E.TXT.r_187# rin po che dang me'i dkyil 'khor bsnams pa ni rin chen me ste / / +de la rin chen ni ye shes te rtog pa med par don 'byung ba'o // / "
"1550374","TD4096E.TXT.r_86"," gal te sems las byung ba thams cad kyi rten yin  pas sems gtso bo yin pa'i phyir de nyid dri ma med pa rjes su 'brang ba dang bcas pa chos mngon pa rig mod ce na / / ","0.0#TD4005E.TXT.r#550369#550383#TD4005E.TXT.r_186;TD4005E.TXT.r_187;TD4005E.TXT.r_188# de la rin chen ni ye shes te rtog pa med par don 'byung ba'o // / +yang    na yon tan ni rin chen te ting nge 'dzin dang 'jig rten las 'das pa'i phun sum tshogs pa thams cad 'byung ba'o // / "
"1550388","TD4096E.TXT.r_87"," bya ba dang mthong ba dang dmigs pa mngon par rtogs pa la nus pa dang ldan pas shes rab kho na gtso bo yin no // / ","0.0#TD4005E.TXT.r#550384#550393#TD4005E.TXT.r_188;TD4005E.TXT.r_189# me ni las te ye shes dang brtson 'grus chen pos sems can gyi don mdzad cing nyon mongs pa la sogs sreg pa'o // / "
"1550397","TD4096E.TXT.r_88"," rjes su 'brang ba dang bcas zhes kho nar bstan pa ni thos pa las byung    pa la sogs pa yang sbyar te / / ","0.0#TD4005E.TXT.r#550392#550402#TD4005E.TXT.r_189;TD4005E.TXT.r_190;TD4005E.TXT.r_191# rin chen zla 'od ni nub byang 'od bzang po'i zhing na dkar  po ; / "
"1550406","TD4096E.TXT.r_89"," skye nas thob pa phung po bzhi'i rang bzhin yin pa ltar thos pa dang bsams pa las byung ba yang yin no // / ","0.0#TD4005E.TXT.r#550401#550410#TD4005E.TXT.r_190;TD4005E.TXT.r_191;TD4005E.TXT.r_192# rin po che dang zla ba bsnams pa'o // / +de la rin chen ni snga ma ltar yon tan no // / "
"1550415","TD4096E.TXT.r_90;TD4096E.TXT.r_91"," bsgoms byung ni phung po lnga pa ste / / +nyer bsdogs dang  bsam gtan dang  bsam gtan khyad par can dag na bsam gtan gyi sdom pa yod pa'i phyir ro // / ","0.0#TD4005E.TXT.r#550411#550423#TD4005E.TXT.r_192;TD4005E.TXT.r_193# zla ba ni ye shes te ye shes rdzogs shing gsal le shin tu bsil ba'o // / "
"1550428","TD4096E.TXT.r_92;TD4096E.TXT.r_93"," nye bar bsdogs pa rnams  dang gzugs med pa bzhi ni phung po bzhi pa'o // / +de lta na 'o na mdo sde la sogs pa de bzhin gshegs pa'i gsung gi rnam pa thams cad zag pa med pa'i shes rab kyi tshogs su gyur pas chos mngon pa nyid du 'gyur ro zhe na / / ","0.0#TD4005E.TXT.r#550424#550432#TD4005E.TXT.r_193;TD4005E.TXT.r_194# 'od ni las te las dang nyon mongs pa la sogs pa bsal te don gyi chos nyid gsal bar byed pa'o // / ","0.0#TD4005E.TXT.r#550432#550442#TD4005E.TXT.r_194;TD4005E.TXT.r_195;TD4005E.TXT.r_196# byang phyogs rnga sgra'i  zhing na mthong ba don yod ljang gu sangs rgyas kyi spyan gnyis bsnams pa'o // / "
"1550447","TD4096E.TXT.r_94"," de ni de ltar yin mod kyi 'on kyang mdo sde ni phal cher gdul bya'i bsam pa la mngon du  phyogs pa yin zhing / / ","0.0#TD4005E.TXT.r#550443#550453#TD4005E.TXT.r_195;TD4005E.TXT.r_196;TD4005E.TXT.r_197;TD4005E.TXT.r_198# de'i ye shes ni mthong ba ste ye shes ma bsgribs pa'o // / +yang na mthong ba ni yon tan te / / "
"1550458","TD4096E.TXT.r_95;TD4096E.TXT.r_96"," 'dul ba ni byung bas rab tu phye ba yin la / / +mngon pa ni chos kyi mtshan nyid la mngon du phyogs pa kho na yin pas de kho na la chos mngon pa zhes ming du grags so // / ","0.0#TD4005E.TXT.r#550454#550465#TD4005E.TXT.r_197;TD4005E.TXT.r_198;TD4005E.TXT.r_199;TD4005E.TXT.r_200# shes rab dang thugs rjes spyan gyis chos nyid dang sems can gyi don gsal ba'o // / +las ni don yod pa ste / / "
"1550470","TD4096E.TXT.r_97;TD4096E.TXT.r_98"," de'i phyir gzhan la thob par 'gyur ba med do // / +yang dag par 'gro ba'i rnam grangs ni gnas brtan sh'a ri'i bu'i 'o // / ","0.0#TD4005E.TXT.r#550466#550483#TD4005E.TXT.r_199;TD4005E.TXT.r_200;TD4005E.TXT.r_201;TD4005E.TXT.r_202;TD4005E.TXT.r_203;TD4005E.TXT.r_204# 'dis  sems can thams cad mngon par ma thob dang nges par legs pa'i 'bras bu gdon mi za bar yod par mdzad pa'o // / +rin chen zla ba ni / / "
"1550481","TD4096E.TXT.r_99"," ston pa yongs su mya ngan las 'das nas gsung rab tu gyur pa na gnas brtan k'a ty'a'i bu la sogs pa mngon par shes pa dang ldan pa rnams kyis chos kyi rje'i dgongs pa dang chos nyid la ltos te bsdus shing tshoms su byas so // / ","0.0#TD4005E.TXT.r#550483#550491#TD4005E.TXT.r_202;TD4005E.TXT.r_203;TD4005E.TXT.r_204;TD4005E.TXT.r_205# rin po che dang zla ba bsnams pa'i sangs rgyas so // / +de'i yon tan ni rin po che'o // / +zla ba ni ye shes  dang las te snga ma ltar shes par bya'o // / ","0.0#TD4005E.TXT.r#550491#550500#TD4005E.TXT.r_204;TD4005E.TXT.r_205# zla ba ni ye shes  dang las te snga ma ltar shes par bya'o // / +'di'i 'og na thal bas khyab pa'i zhing na dri ma med pa ste dud kha 'am thal pa'i mdog can me long dri ma med pa bsnams pa bzhugs shing 'tsho'o // / "
"1550504","TD4096E.TXT.r_100;TD4096E.TXT.r_101;TD4096E.TXT.r_102"," grangs dang mtshan nyid bstan pa dang / / +de bzhin rab byed bsdu ba dang / / +sgrub byed  mtshungs par ldan pa ste // / ","0.0#TD4005E.TXT.r#550499#550509#TD4005E.TXT.r_205;TD4005E.TXT.r_206# 'di'i 'og na thal bas khyab pa'i zhing na dri ma med pa ste dud kha 'am thal pa'i mdog can me long dri ma med pa bsnams pa bzhugs shing 'tsho'o // / "
"1550514","TD4096E.TXT.r_103;TD4096E.TXT.r_104"," chos ni ngang du rab tu bsgrags // / +yang na grub bzhin du rtsom pa ni nges pa'i phyir yin te / / ","0.0#TD4005E.TXT.r#550510#550524#TD4005E.TXT.r_205;TD4005E.TXT.r_206;TD4005E.TXT.r_207;TD4005E.TXT.r_208;TD4005E.TXT.r_209# 'di'i 'og na thal bas khyab pa'i zhing na dri ma med pa ste dud kha 'am thal pa'i mdog can me long dri ma med pa bsnams pa bzhugs shing 'tsho'o // / +de la dri ma med pa ni ye shes te sgrib pa spangs pa'o // / ","0.028#TD4015E.TXT.r#1971093#1971093#TD4015E.TXT.r_702;TD4015E.TXT.r_703# bdud ces pa ni lha'i bu la sogs pa'o // / +de dag gi stobs ni byang chub sems dpa'i spyod pa'i    bar du gcod pa'i nus pa ste / / "
"1550524","TD4096E.TXT.r_105"," lam gyi bden pa 'dus byas dag las bkol bas zag pa med pa nyid du grub bzhin slar yang zag pa med pa dag gi nang du smos pa ni nges bar bya ba'i don du'o // / ","0.0#TD4005E.TXT.r#550525#550539#TD4005E.TXT.r_208;TD4005E.TXT.r_209;TD4005E.TXT.r_210;TD4005E.TXT.r_211;TD4005E.TXT.r_212;TD4005E.TXT.r_213# stobs  la sogs pa glo bur ba'i dri ma dang bral bas shin tu gsal ba ni yon tan no // / +de la snga ma ltar phyag 'tshal ba'o // / ","0.007#TD4005E.TXT.r#550943#550946#TD4005E.TXT.r_259;TD4005E.TXT.r_260;TD4005E.TXT.r_261# de la snga ma ltar  sgo gsum dang bas phyag 'tshal bar bya'o // / +de dag ni bcu tshan gnyis pa'o //// / "
"1550544","TD4096E.TXT.r_106;TD4096E.TXT.r_107"," kha cig ni dgra bcom pa'i  gzugs dang ma zin pa'i gzugs zag pa med par 'dod de / / +de'i phyir 'dus byas dag las lam gyi bden pa dag kho na zag pa med pa yin gyi gzhan ni ma yin no zhes nges pa yin no // / ","0.0#TD4005E.TXT.r#550540#550548#TD4005E.TXT.r_212;TD4005E.TXT.r_213# dpa' sbyin zhes bya ba la sogs pa ste / / +de la de'i yang steng gi phyogs na dpal dang ldan pa'i zhing na de  bzhin gshegs pa dpas byin dkar po shing dpal 'bras kyi sdong bu lo ma 'bras bu dang bcas pa bsnams pa bzhugs nas sems can gyi don mdzad pa yin la / / ","0.0#TD4005E.TXT.r#550548#550558#TD4005E.TXT.r_213# de la de'i yang steng gi phyogs na dpal dang ldan pa'i zhing na de  bzhin gshegs pa dpas byin dkar po shing dpal 'bras kyi sdong bu lo ma 'bras bu dang bcas pa bsnams pa bzhugs nas sems can gyi don mdzad pa yin la / / "
"1550563","TD4096E.TXT.r_108"," de bzhin du kha cig brtags pa'i 'gro ba 'gog pa kho na 'dus ma byas dang zag pa med par khas len gyi nam mkha'  ni ma yin no // / ","0.0#TD4005E.TXT.r#550559#550571#TD4005E.TXT.r_213;TD4005E.TXT.r_214# de la de'i yang steng gi phyogs na dpal dang ldan pa'i zhing na de  bzhin gshegs pa dpas byin dkar po shing dpal 'bras kyi sdong bu lo ma 'bras bu dang bcas pa bsnams pa bzhugs nas sems can gyi don mdzad pa yin la / / "
"1550575","TD4096E.TXT.r_109;TD4096E.TXT.r_110;TD4096E.TXT.r_111"," de ni 'dus byas yin te / / +sgra de tsam las byung ba'i phyir ro // / +brtags pa ma yin pa ni khas mi lan pa nyid do // / ","0.0#TD4005E.TXT.r#550570#550582#TD4005E.TXT.r_214;TD4005E.TXT.r_215;TD4005E.TXT.r_216;TD4005E.TXT.r_217# 'dir steng du gdan la bzhugs par bsams te bdag gis phyag 'tshal ba byas pas sdig par dag par 'gyur ro // / ","0.025#TD4046E.TXT.r#2203149#2203149#TD4046E.TXT.r_958;TD4046E.TXT.r_959# nyan thos kyang log par 'tsho ba'i sbyor bas nyes pa dang bcas par 'gyur la / / +byang chub sems dpa' rnams ni log par 'tsho bar sems bskyed ma thag tu nyes bar yongs su ma shes na nyes par 'gyur bar ston to // / ","0.025#TD4047E.TXT.r#1176915#1176915#TD4047E.TXT.r_8052;TD4047E.TXT.r_8053# nyan thos kyang log par 'tsho ba'i sbyor bas nyes pa dang bcas par 'gyur la / / +byang chub sems dpa' rnams ni log par 'tsho ba'i sems skyes ma thag tu nyes par yongs su ma shes na nyes par 'gyur bar ston to // / ","0.026#TD4039E.TXT.r#1838244#1838245#TD4039E.TXT.r_2852;TD4039E.TXT.r_2853# de  de'i tshe sems can rnams la mdza' ba'i bsam pas kho na med pa'i sems su 'gyur te / / ","0.028#TD4016.2E.TXT.r#2393310#2393310#TD4016.2E.TXT.r_9774;TD4016.2E.TXT.r_9775# 'di ltar yang dag pa ji lta ba bzhin du rnam par mi rtog pa'i ye shes dang mthun par 'gyur ba'i sems rab tu shes par gyur nas 'ching ba rnam pa gnyis po dag las nges par 'byung bar gyur pa'o // / +yongs su shes pa'i sems de la mkhas par gyur na / / ","0.029#TD4044E.TXT.r#393009#393010#TD4044E.TXT.r_2099;TD4044E.TXT.r_2100# thog ma 'jug pa nas zhes bya ba ni sngon ma zhugs par sems pa las 'jug pa ni thog ma 'jug pa'o // / +rmongs par mi 'gyur zhes bya ba ni bsam par mi nus pa'i sems pa'o // / ","0.029#TD4029E.TXT.r#2149487#2149487#TD4029E.TXT.r_3777# snying rjes yongs su bzung ba'i rnam par mi rtog pa'i ye shes ni mi zad par 'gyur ro // / ","0.029#TD4037E.TXT.r#1379776#1379776#TD4037E.TXT.r_8407;TD4037E.TXT.r_8408# byang chub sems dpa' gnas pa mchog la thug pa man chad rnams kyi gnas gyur pa gzhan thams cad ni bla na med pa nyid du rig par bya'o // / +de la  mthar thug par 'gro ba'i sa la gnas pa'i byang chub sems dpa' dang  de bzhin gshegs pa'i ye shes khyad par yod pa ye shes ji lta bu zhig gis bye brag tu gyur par rig par bya zhe na / / "
"1550586","TD4096E.TXT.r_112"," gzhan dag ni 'dus ma byas gsum char btags par khas lan gyi rdzas su ma yin no // / ","0.0#TD4005E.TXT.r#550581#550590#TD4005E.TXT.r_216;TD4005E.TXT.r_217;TD4005E.TXT.r_218# ba ni gnyis su med pa'i ye shes kyis rtog pa thams cad 'joms pas so // / +yang na yon tan ni dpa' ba ste / / "
"1550595","TD4096E.TXT.r_113;TD4096E.TXT.r_114"," de'i phyir 'dus ma byas zag pa dang bcas pa nyid yin pa bsal du zin kyang 'dus     // / +ma byas nyid dang zag ba med pa nyid dang  dngos po nyid du khas blangs par shes par bya ba'i phyir / / ","0.0#TD4005E.TXT.r#550591#550604#TD4005E.TXT.r_218;TD4005E.TXT.r_219;TD4005E.TXT.r_220# gzhan la phun sum tshogs pa thams cad dang bde ba thams cad thogs ba med par mdzad pa'o // / "
"1550609","TD4096E.TXT.r_115;TD4096E.TXT.r_116;TD4096E.TXT.r_117"," 'dus ma byas rnam gsum yang ste // / +zhes bya ba smos so // / +yang gi sgra ni nges par gzung ba ste / / ","0.0#TD4005E.TXT.r#550605#550612#TD4005E.TXT.r_220;TD4005E.TXT.r_221;TD4005E.TXT.r_222# khams gsum gyi sems  can thams cad la ji ltar 'dod pa'i bya ba 'am dgos pa sbyin pa'o // / "
"1550617","TD4096E.TXT.r_118"," lugs gzhan dgag par bya ba'i phyir rnam pa gsum kho na'o zhes ston par byed do // / ","0.0#TD4005E.TXT.r#550613#550621#TD4005E.TXT.r_221;TD4005E.TXT.r_222# de la sgo gsum dang bas phyag 'tshal bar bya'o // / +shar phyogs sgrib pa dang bral ba'i zhing na dpal changs pa dmar ser padma dang nyi ma bsnams pa'o // / "
"1550625","TD4096E.TXT.r_119"," ji ltar  'ga' zhig gis rten cing 'brel bar 'byung ba yang 'dus ma byas nyid du 'dod pa bzhin no // / ","0.0#TD4005E.TXT.r#550620#550635#TD4005E.TXT.r_222;TD4005E.TXT.r_223;TD4005E.TXT.r_224# shar phyogs sgrib pa dang bral ba'i zhing na dpal changs pa dmar ser padma dang nyi ma bsnams pa'o // / ","0.029#TD4005E.TXT.r#550332#550332#TD4005E.TXT.r_181# dmar ser nyi ma dang padma dmar po bsnams pa'o // / "
"1550635","TD4096E.TXT.r_120;TD4096E.TXT.r_121"," 'phags pa'i bden pa smos pa ni tshor ba rnam par bcad par bya ba'i phyir ro // / +bstan pa 'di ni phal che ba'am gtso bo yin te gzhan du na 'jig rten pa'i lam gyis thob pa so sor brtags pa'i 'gog par mi 'gyur ro // / ","0.0#TD4005E.TXT.r#550636#550656#TD4005E.TXT.r_224;TD4005E.TXT.r_225;TD4005E.TXT.r_226# yang na tshangs  pa bzhin du sems can thams cad 'khor ba nas dag par byed pa ni tshangs pa ste las so // / "
"1550653","TD4096E.TXT.r_122;TD4096E.TXT.r_123"," de  la ma zin pa'i 'byung ba chen po bzhi'i rgyu las grub ba ni 'di lta ste / / +lag pa dang lag chings lta bu'o zhes bya ba la gal te ngag gi sgra ma zin pa'i 'byung ba chen po'i rgyu las byung ba yang yod pa ma yin nam / / ","0.0#TD4005E.TXT.r#550656#550667#TD4005E.TXT.r_226;TD4005E.TXT.r_227;TD4005E.TXT.r_228# tshangs pas byin ni shar lho mya ngan med pa'i zhing na ser po zla ba dang padma bsnams ba'o // / "
"1550672","TD4096E.TXT.r_124"," dper na tshangs par 'dod par gtogs pa'i sprul pas smras pa dang  bsam gtan gnyis pa skyes pa  rnams kyi ngag gi rnam par rig byed lta bu ste / / ","0.0#TD4005E.TXT.r#550668#550679#TD4005E.TXT.r_227;TD4005E.TXT.r_228;TD4005E.TXT.r_229# de  yang tshangs pa ni ye shes dang yon tan te snga ma dang 'dra'o // / +des sems can thams cad la dag pa'i bde ba sbyin pa ni las so // / "
"1550684","TD4096E.TXT.r_125;TD4096E.TXT.r_126;TD4096E.TXT.r_127"," rnam rig dpyod dang bcas dag na // / +zhes 'byung ba'i phyir ro zhe na // / +yod mod kyi 'di ni nges pa med de / / ","0.0#TD4005E.TXT.r#550680#550692#TD4005E.TXT.r_229;TD4005E.TXT.r_230# chu lha ni lho phyogs dri ma med pa'i zhing na sngon po chu'i dkyil 'khor na chos 'chad pa'i phyag rgya can no // / "
"1550696","TD4096E.TXT.r_128;TD4096E.TXT.r_129"," dpe nyid du nye bar blangs pa'i phyir te / / +'di ltar lag pa dang ngag gi sgra ni zin pa'i 'byung ba chen po'i rgyu kho na las 'byung ba yin zhes nges par gzung ba'i phyir ma  yin no gnod par byed pa'i grang ba med kyi phan par byed pa ni yod do lo zhes bya ba la kha cig na re lo'i sgra ni ting nge 'dzin las tha dad pa'i phan 'dogs par byed pa khas ma blangs par gsal bar bya ba'i don du'o zhe'o // / ","0.0#TD4005E.TXT.r#550691#550700#TD4005E.TXT.r_230;TD4005E.TXT.r_231# de yang chu ni ye shes te shin tu dri ma med cing dang ba'o // / ","0.0#TD4005E.TXT.r#550701#550710#TD4005E.TXT.r_231;TD4005E.TXT.r_232;TD4005E.TXT.r_233# yang  na las ni thugs rje chen pos dam pa'i chos kyis sems can gyi rgyud brlan par mdzad pas na chu'o // / ","0.0#TD4005E.TXT.r#550711#550730#TD4005E.TXT.r_232;TD4005E.TXT.r_233;TD4005E.TXT.r_234;TD4005E.TXT.r_235;TD4005E.TXT.r_236# lha ni yon tan te mthu dang rdzu 'phrul la sogs pa dang ldan pa'o // / +lho nub gsal ba'i zhing na dkar po / / "
"1550735","TD4096E.TXT.r_130"," kha cig ni de dag gi ltar na bsam gtan dang po na rnam par shes pa tshogs gsum gyi bde  bas phan 'dogs par byed par mi 'gyur ro zhe'o // / ","0.0#TD4005E.TXT.r#550731#550743#TD4005E.TXT.r_236;TD4005E.TXT.r_237;TD4005E.TXT.r_238# las ni lha ste rdzu 'phrul la sogs pas sems can thams cad kyi don mdzad pa'o // / "
"1550748","TD4096E.TXT.r_131"," gzhan dag na re de ni shin tu sbyangs pa zhes bya ba'i reg bya'i khyad par las gzhan pa'i reg pa phan 'dogs par byed pa med do zhes zer ro // / ","0.0#TD4005E.TXT.r#550744#550755#TD4005E.TXT.r_238;TD4005E.TXT.r_239# dpal bzang ni nub phyogs bde ba can gyi zhing na bzhugs ba dmar po padma dang dpag bsam gyi shing bu bsnams pa yin la / / "
"1550760","TD4096E.TXT.r_132"," yul mnyam zhing za bar 'dod pa med na rten gang gyer ba de sngar skye'o // / ","0.0#TD4005E.TXT.r#550756#550766#TD4005E.TXT.r_239;TD4005E.TXT.r_240;TD4005E.TXT.r_241# dpal ni yon tan te bdag  dang gzhan gyi don phun sum tshogs pa'o // / +bzang po ni ye shes dang las te / / ","0.021#TD4092.1E.TXT.r#1464754#1464755#TD4092.1E.TXT.r_7575# re zhig mthong ba'i lam la dbang po'i sgo nas lam mnyam pa'am khyad par can yin pa ni bsam gtan bzhi pa'i dad pas rjes su 'brang ba'i lam dang sa 'og ma'i dad pas rjes su 'brang ba'i lam de  nyid mnyam pa yin te gnyi ga yang dbang po rtul po yin pa'i phyir ro // / ","0.021#TD4093.1E.TXT.r#841905#841905#TD4093.1E.TXT.r_12434# dad pas rjes su 'brang ba'i lam ni dad pa'i rjes su 'brang ba'i lam gzhan dang  ci  rigs par chos kyi rjes su 'brang ba'i lam dang  dad pas mos pa dang  mthong bas thob pa dang  dus kyis rnam par grol ba dang  dus dang mi sbyor ba'i lam skye ba'i chos can rnams dang  mi skye ba'i chos can rnams kyi yin pas na drug gi skal ba mnyam pa'i rgyu yin no // / ","0.024#TD4032E.TXT.r#1949598#1949598#TD4032E.TXT.r_4604# gzhan na de spong ba'i lam rnams kyis mthong bas spang bar bya ba'i nyon mongs pa rnams spangs pas nyon mongs pa'i rjes su 'ching ba dang bral ba'i ngo bo nyid kyis rnam par dag pa'i rnam par grol ba'i     // / ","0.025#TD4000E.TXT.r#2802014#2802014#TD4000E.TXT.r_995;TD4000E.TXT.r_996# yang na chos thams cad mnyam pa nyid du khong du chud pa thob pas na mnyam pa'o // / +de dang 'dra ba'i bde ba'i mchog gzhan med pas na mi mnyam pa'o // / ","0.027#TD4053E.TXT.r#2986971#2986971#TD4053E.TXT.r_3020;TD4053E.TXT.r_3021# yang dag pa'i rnam par grol ba ni rnam par grol ba'i phung po'o // / +yang  dag pa'i shes pa ni rnam par grol ba'i ye shes mthong ba'i phung po'o // / ","0.027#TD4016.3E.TXT.r#254879#254879#TD4016.3E.TXT.r_5083# sgom pa la yongs su skyo ba'i sbyor ba gsal ba'i dngos po zhes bya ba ni gzugs dang gzugs med pa'i khams kyi bsgom pas spang bar bya ba'i nyon mongs pa spong bar thogs pa med pa'i lam gang yin pa'o // / ","0.027#TD4054E.TXT.r#1016774#1016774#TD4054E.TXT.r_4347;TD4054E.TXT.r_4348# gang mi dge ba'i lam rnams la rjes su chags pa'o // / +mi mthun pas  chags pas yongs su gdung bar 'gyur ba dang  mi mthun pas chags pa ni mi rigs pa chos ma yin pas yul kun du tshol ba'o // / ","0.028#TD4038.2E.TXT.r#3124976#3124976#TD4038.2E.TXT.r_4660# ye shes kyi tshogs yongs su nyams par 'gyur ba'i log par sgrub pa dang  ye shes kyi tshogs yongs su nyams pa'i dran pa brjed par 'gyur ba'i log par sgrub  pa dang  dran pa brjod pa'i dkar po'i chos yongs su gtugs par 'gyur ba'i log par sgrub pa dang  dkar po'i chos yongs su gtugs pa'i byang chub sems dpa'i cha ma yin pa mi mthun par yid kyis kun tu spyod par 'gyur ba'i log par sgrub pa dang  mi mthun par yid kyis  kun tu spyod pa'i gdul dka' bar 'gyur ba'i log bar sgrub pa dang  gdul dka' ba'i lam ngan par 'gro bar 'gyur ba'i log par sgrub pa dang  lam ngan par song ba'i dam pa ma yin pa dang 'grogs par 'gyur ba'i log par sgrub pa dang  dam pa ma yin pa dang 'grogs pa'i    don ji lta ba bzhin ma yin pa'i byang chub sems dpa' nyid du 'gyur ba'i log par sgrub pa ste / / ","0.028#TD4093.2E.TXT.r#2065072#2065072#TD4093.2E.TXT.r_12599;TD4093.2E.TXT.r_12600# lam 'di la nyan thos la sogs pa'i rigs kyi dbye bas rigs mang po zhig yod pas na rigs mang po'o // / +nyan thos kyi rigs la sogs pa'i dbye bas tha dad pa'i lam thams cad ni bsgom par mi nus te / / ","0.028#TD4093.1E.TXT.r#822834#822834#TD4093.1E.TXT.r_9383;TD4093.1E.TXT.r_9384;TD4093.1E.TXT.r_9385# so sor brtags pas 'gog pa'i ste / / +zag pa med pas thob pa'i ni zag pa med pa'o // / +lam gyi bden pa'i ni zag pa med pa nyid de zhes bya ba la / / ","0.029#TD4090.2E.TXT.r#1069452#1069452#TD4090.2E.TXT.r_2789# lam ni zad par bsgom par mi nus pas mngon par rtogs pa'i mtha' med pa'i phyir / / ","0.029#TD4054E.TXT.r#1026034#1026035#TD4054E.TXT.r_5796;TD4054E.TXT.r_5797# sngar bsams pa dang  khong du chud pa'i chos la so sor rtog pa'i gnas pa'i gnas pa'am / / +snyoms par 'jug pa'i de ma thag pa'i snyoms par 'jug pa'i  lam gang yin pa nyid 'dir yang khyad par gyi lam zhes brjod do // / "
